#TYPE Selected.Microsoft.Management.Infrastructure.CimInstance
"Name","Group","Action","Enabled","Profile"
"{DB012C06-2650-4BD9-9875-36156277C9C5}","@{Microsoft.AccountsControl_10.0.10586.0_neutral__cw5n1h2txyewy?ms-resource://Microsoft.AccountsControl/Resources/DisplayName}","Allow","True","Any"
"{E0D5BCBF-B985-42AD-B8D3-DAA588292394}","@{Microsoft.Windows.Cortana_1.6.1.52_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.Cortana/resources/DisplayName}","Allow","True","Any"
"{AF91B5B2-0D22-4758-BF0D-6B2EC8E8649A}","@{Microsoft.Windows.Cortana_1.6.1.52_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.Cortana/resources/DisplayName}","Allow","True","Any"
"{C5B785E6-4336-42E9-A79E-C1DDBA98DD54}","@{Microsoft.Windows.CloudExperienceHost_10.0.10586.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.CloudExperienceHost/resources/appDescription}","Allow","True","Domain, Private"
"{C937DA5C-AA5B-42E2-A266-AA46BC1A3756}","@{Microsoft.Windows.CloudExperienceHost_10.0.10586.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.CloudExperienceHost/resources/appDescription}","Allow","True","Any"
"{410A3E74-8265-4306-BAB6-811DD6A67D13}","@{Microsoft.AAD.BrokerPlugin_1000.10586.0.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.AAD.BrokerPlugin/resources/PackageDisplayName}","Allow","True","Domain, Private"
"{998678E3-93AA-409B-B17C-002A19FF0660}","@{Microsoft.AAD.BrokerPlugin_1000.10586.0.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.AAD.BrokerPlugin/resources/PackageDisplayName}","Allow","True","Any"
"{44750389-9A33-4422-B0F8-6E3D3F9D2F30}","@{Microsoft.Windows.CloudExperienceHost_10.0.10586.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.CloudExperienceHost/resources/appDescription}","Allow","True","Domain, Private"
"{44773127-C451-4D58-B9A1-7E5BF08F92E6}","@{Microsoft.Windows.CloudExperienceHost_10.0.10586.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.CloudExperienceHost/resources/appDescription}","Allow","True","Any"
"{86112E3E-4140-40BC-BDE7-F1C7B643ECD2}","windows_ie_ac_001","Allow","True","Any"
"{CDA94DC2-1751-44CA-BFD5-B5610B4C48EB}","@{Windows.PurchaseDialog_6.2.0.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Windows.PurchaseDialog/resources/DisplayName}","Allow","True","Any"
"{57C0207B-0DCC-4043-9D4B-72515285DC63}","@{Windows.ContactSupport_10.0.10586.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Windows.ContactSupport/Resources/appDisplayName}","Allow","True","Any"
"{83AAEB24-11E9-4109-95BC-EF95069FFF48}","@{Windows.ContactSupport_10.0.10586.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Windows.ContactSupport/Resources/appDisplayName}","Allow","True","Any"
"{2146E993-D523-447A-B802-A981A98F84E6}","@{Microsoft.XboxIdentityProvider_1000.10586.0.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.XboxIdentityProvider/Resources/PkgDisplayName}","Allow","True","Any"
"{A3C97E62-57F2-40E7-899D-1EE74F455F73}","@{Microsoft.XboxGameCallableUI_1000.10586.0.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.XboxGameCallableUI/resources/PkgDisplayName}","Allow","True","Any"
"{7E633F8E-462A-48F1-82FB-4B9BA9A97912}","@{Microsoft.WindowsFeedback_10.0.10586.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.WindowsFeedback/FeedbackApp.Resources/AppName/Text}","Allow","True","Any"
"{47C61D03-ECF7-4375-A4ED-028824CBA25E}","@{Microsoft.Windows.ParentalControls_1000.10586.0.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.ParentalControls/resources/DisplayName}","Allow","True","Any"
"{FAD54617-6506-48BF-BE71-FAE2E4E2D2B1}","@{Microsoft.Windows.FeatureOnDemand.InsiderHub_10.0.10586.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.FeatureOnDemand.InsiderHub/Resources/AppStoreName}","Allow","True","Domain, Private"
"{4DB74C18-72EE-481E-90E0-EDDD57052198}","@{Microsoft.Windows.FeatureOnDemand.InsiderHub_10.0.10586.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.FeatureOnDemand.InsiderHub/Resources/AppStoreName}","Allow","True","Any"
"{C2A2D0D5-2C86-4CA4-8A74-2B8BBA93214E}","@{Microsoft.Windows.ContentDeliveryManager_10.0.10586.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.ContentDeliveryManager/resources/AppDisplayName}","Allow","True","Any"
"{546B0B3A-C258-4D2E-86D4-A57B74217E80}","@{Microsoft.MicrosoftEdge_25.10586.0.0_neutral__8wekyb3d8bbwe?ms-resource://Microsoft.MicrosoftEdge/Resources/AppName}","Allow","True","Domain, Private"
"{40267122-7A15-4BB5-B62B-D7BC03B7020C}","@{Microsoft.MicrosoftEdge_25.10586.0.0_neutral__8wekyb3d8bbwe?ms-resource://Microsoft.MicrosoftEdge/Resources/AppName}","Allow","True","Any"
"{9E09AB97-8F00-4B5C-B1BD-3C4CE7ADA7DD}","@{Microsoft.LockApp_10.0.10586.0_neutral__cw5n1h2txyewy?ms-resource://Microsoft.LockApp/resources/AppDisplayName}","Allow","True","Any"
"{E628D4D8-9B52-410F-BB88-4AC0DAEEA187}","@{Microsoft.AccountsControl_10.0.10586.0_neutral__cw5n1h2txyewy?ms-resource://Microsoft.AccountsControl/Resources/DisplayName}","Allow","True","Any"
"{4C5B817C-3C19-4FAD-BCA6-1B20058955C0}","@{Microsoft.Windows.Cortana_1.6.1.52_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.Cortana/resources/DisplayName}","Allow","True","Any"
"{1B6C28EB-1399-495A-90EB-092D77E6281E}","@{Microsoft.Windows.Cortana_1.6.1.52_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.Cortana/resources/DisplayName}","Allow","True","Any"
"{60C59390-CCAC-4B96-B630-CE06F7D6DBA5}","@{Microsoft.Windows.CloudExperienceHost_10.0.10586.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.CloudExperienceHost/resources/appDescription}","Allow","True","Domain, Private"
"{A93BF8C9-BD2C-4343-A414-2F21D8EEF913}","@{Microsoft.Windows.CloudExperienceHost_10.0.10586.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.CloudExperienceHost/resources/appDescription}","Allow","True","Any"
"{BA2AF115-BEC9-48FF-9690-507752CDDDA1}","@{Microsoft.AAD.BrokerPlugin_1000.10586.0.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.AAD.BrokerPlugin/resources/PackageDisplayName}","Allow","True","Domain, Private"
"{5D3A2261-D0B5-477A-92F5-A04E23B53222}","@{Microsoft.AAD.BrokerPlugin_1000.10586.0.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.AAD.BrokerPlugin/resources/PackageDisplayName}","Allow","True","Any"
"{3FF70E58-9F01-4AA5-AD84-C0B85C808143}","windows_ie_ac_001","Allow","True","Domain, Private, Public"
"{1D2A6E6C-8FA6-44B9-9481-F8E90951C028}","@{Microsoft.AAD.BrokerPlugin_1000.14393.0.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.AAD.BrokerPlugin/resources/PackageDisplayName}","Allow","True","Domain, Private, Public"
"{3AE92AA1-D593-4294-ABDD-AEB4A595DB53}","@{Microsoft.AAD.BrokerPlugin_1000.14393.0.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.AAD.BrokerPlugin/resources/PackageDisplayName}","Allow","True","Domain, Private"
"{BFD77F37-4EDC-43C3-8602-BECF1D980030}","@{Microsoft.Windows.CloudExperienceHost_10.0.14393.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.CloudExperienceHost/resources/appDescription}","Allow","True","Domain, Private, Public"
"{F0A1B6DF-ADEF-4E08-905A-970CE66485D6}","@{Microsoft.Windows.CloudExperienceHost_10.0.14393.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.CloudExperienceHost/resources/appDescription}","Allow","True","Domain, Private"
"{A2E07FAB-5CD3-40BC-97C3-C2794B7979D8}","@{Microsoft.LockApp_10.0.14393.0_neutral__cw5n1h2txyewy?ms-resource://Microsoft.LockApp/resources/AppDisplayName}","Allow","True","Domain, Private, Public"
"{7EA12CCE-23C9-4A6F-A118-40917524F775}","@{Microsoft.MicrosoftEdge_38.14393.0.0_neutral__8wekyb3d8bbwe?ms-resource://Microsoft.MicrosoftEdge/Resources/AppName}","Allow","True","Domain, Private, Public"
"{52CDCBA8-EF88-4434-A454-CE717ACB577F}","@{Microsoft.MicrosoftEdge_38.14393.0.0_neutral__8wekyb3d8bbwe?ms-resource://Microsoft.MicrosoftEdge/Resources/AppName}","Allow","True","Domain, Private"
"{C4CD20D2-4FA3-48BE-A91B-2494036A49F6}","@{Microsoft.PPIProjection_10.0.14393.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.PPIProjection/resources/ProductName}","Allow","True","Domain, Private, Public"
"{0C5A8689-850D-46A4-A1ED-100627AF29AD}","@{Microsoft.PPIProjection_10.0.14393.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.PPIProjection/resources/ProductName}","Allow","True","Domain, Private, Public"
"{F035DE4B-C929-46E4-945E-008AD3886F34}","@{Microsoft.PPIProjection_10.0.14393.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.PPIProjection/resources/ProductName}","Allow","True","Public"
"{98A2DEF7-81DB-4A89-A887-E1FC3F9F980E}","@{Microsoft.PPIProjection_10.0.14393.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.PPIProjection/resources/ProductName}","Allow","True","Public"
"{2D406835-563E-4615-A1AB-2FB881624B6A}","@{Microsoft.Windows.Apprep.ChxApp_1000.14393.0.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.Apprep.ChxApp/resources/DisplayName}","Allow","True","Domain, Private, Public"
"{F527D6BB-3A09-4949-899E-D0130A025315}","@{Microsoft.Windows.ContentDeliveryManager_10.0.14393.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.ContentDeliveryManager/resources/AppDisplayName}","Allow","True","Domain, Private, Public"
"{F2486645-0141-437E-A131-DC74E8AF3C18}","@{Microsoft.Windows.ParentalControls_1000.14393.0.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.ParentalControls/resources/DisplayName}","Allow","True","Domain, Private, Public"
"{B6978ECC-13BB-4748-A127-C1AEFB8BBBD2}","@{Microsoft.Windows.SecureAssessmentBrowser_10.0.14393.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.SecureAssessmentBrowser/Resources/PackageDisplayName}","Allow","True","Domain, Private, Public"
"{99E41644-E05B-40E9-B1A7-F0BECDE6C03B}","@{Microsoft.XboxGameCallableUI_1000.14393.0.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.XboxGameCallableUI/resources/PkgDisplayName}","Allow","True","Domain, Private, Public"
"{2BEEE66B-8806-406F-9A37-9BBC9DBCAD79}","@{Windows.ContactSupport_10.0.14393.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Windows.ContactSupport/Resources/appDisplayName}","Allow","True","Domain, Private, Public"
"{68B101AA-DBBB-4297-8CA6-77CD2414B5AF}","@{Windows.ContactSupport_10.0.14393.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Windows.ContactSupport/Resources/appDisplayName}","Allow","True","Domain, Private, Public"
"{A0B54A4C-20A9-461B-9E12-133E4B848837}","@{Microsoft.WindowsFeedbackHub_1.3.1741.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.WindowsFeedbackHub/Resources/AppStoreName}","Allow","True","Domain, Private, Public"
"{59E5F493-D043-40CB-90D5-68E42046741B}","@{Microsoft.WindowsFeedbackHub_1.3.1741.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.WindowsFeedbackHub/Resources/AppStoreName}","Allow","True","Domain, Private"
"{F0B0A6AE-CDD9-4365-9296-80C93CA5DB48}","Store Purchase App","Allow","True","Domain, Private, Public"
"{C4C6050D-8D18-4847-AEC2-306ACA31BE9F}","@{Microsoft.People_10.0.11902.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.People/Resources/AppStoreName}","Allow","True","Domain, Private, Public"
"{3F3A9B36-3692-4348-9EF6-4C81C53E31C8}","@{Microsoft.Messaging_3.19.1001.0_x86__8wekyb3d8bbwe?ms-resource://Microsoft.Messaging/Resources/AppStoreName}","Allow","True","Domain, Private, Public"
"{62BC34C5-D433-48C1-AD4B-51EDA0F0A628}","@{Microsoft.Messaging_3.19.1001.0_x86__8wekyb3d8bbwe?ms-resource://Microsoft.Messaging/Resources/AppStoreName}","Allow","True","Domain, Private, Public"
"{4E20BF31-D006-4C7D-B569-B9BDC112D12D}","@{Microsoft.ConnectivityStore_1.1604.4.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.ConnectivityStore/MSWifiResources/AppStoreName}","Allow","True","Domain, Private, Public"
"{84E81DFD-D8BD-441D-B29E-81E6F50BAECF}","@{Microsoft.CommsPhone_2.17.27003.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.CommsPhone/Resources/AppStoreName}","Allow","True","Domain, Private, Public"
"{B71B3594-081F-4127-A146-439DF2B3A2AF}","@{Microsoft.CommsPhone_2.17.27003.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.CommsPhone/Resources/AppStoreName}","Allow","True","Domain, Private, Public"
"{5D9A1DF3-B31F-491C-A8C4-A1D0E6EB4C89}","@{Microsoft.Appconnector_1.3.3.0_neutral__8wekyb3d8bbwe?ms-resource://Microsoft.Appconnector/Resources/ConnectorStubTitle}","Allow","True","Domain, Private, Public"
"{ECBFE587-794A-4FE1-9457-CEC202B05E40}","@{Microsoft.3DBuilder_11.1.9.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.3DBuilder/resources/AppStoreName}","Allow","True","Domain, Private, Public"
"{634F5566-0B8F-4342-AE60-6DB6318EF482}","@{Microsoft.XboxIdentityProvider_11.19.19003.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.XboxIdentityProvider/Resources/DisplayName}","Allow","True","Domain, Private, Public"
"TCP Query User{C14E8E22-F13F-46E7-B3BE-63979517C221}C:\autodesk\network license manager\lmgrd.exe",,"Allow","True","Private"
"UDP Query User{E58F8F4B-ACCC-4A57-A64E-5AFABAE5987D}C:\autodesk\network license manager\lmgrd.exe",,"Allow","True","Private"
"TCP Query User{ABAD4300-6A78-4A06-9227-03DF3A9A52EA}C:\autodesk\network license manager\adskflex.exe",,"Allow","True","Domain, Private"
"UDP Query User{A36D6EA8-206B-401B-8C1E-ECD15F227FE5}C:\autodesk\network license manager\adskflex.exe",,"Allow","True","Domain, Private"
"{EDE72080-16D7-482B-AF28-D8F06A17D61B}",,"Allow","True","Private"
"{42E80E78-B94D-493B-A7FD-0D7488C356AC}",,"Allow","True","Private"
"{34298E7B-F903-49A0-A96F-060252C1229F}",,"Allow","True","Private"
"{185A8487-CC0F-421C-8211-C0C69321F369}",,"Allow","True","Private"
"{6FD9856C-C24B-4EB8-A5FE-D5C4E2D96D6F}",,"Allow","True","Private"
"{3043B9FB-5D7D-4883-A586-30295F893F87}",,"Allow","True","Private"
"{28867E8E-8D70-46B8-AED4-18A9AB76FCB4}",,"Allow","True","Private"
"{B4832570-CE99-464D-B12E-CA5D12671528}",,"Allow","True","Private"
"{8B900C7C-9E19-4FA0-94A0-F3347200F2D4}",,"Allow","True","Private"
"{AC84791A-F3E2-49E9-8548-4277DF5DA71A}",,"Allow","True","Domain, Private, Public"
"{7E0A174F-F5EC-4EA3-B07D-87BE0C508352}",,"Allow","True","Domain, Private, Public"
"{66EA9022-B131-4802-993C-CFAD7E6C3B54}",,"Allow","True","Any"
"{5337932F-9C57-4824-9316-84066E497F4E}","@{Microsoft.Windows.Photos_16.722.10060.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.Windows.Photos/Resources/AppStoreName}","Allow","True","Domain, Private, Public"
"{21DEC807-0852-4CDD-99B8-908CF6577AF6}","@{Microsoft.Windows.Photos_16.722.10060.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.Windows.Photos/Resources/AppStoreName}","Allow","True","Domain, Private, Public"
"{1A3DC74A-7311-4FCD-BDD7-E5400EE6CB46}",,"Allow","True","Any"
"{45EEA3DE-C576-43BE-9D64-B9E90268BB16}","@{Microsoft.BingNews_4.13.47.0_x86__8wekyb3d8bbwe?ms-resource://Microsoft.BingNews/Resources/ApplicationTitleWithBranding}","Allow","True","Domain, Private, Public"
"{09178B80-9BEC-4D02-BFD4-1EFE2CEECEC3}","@{Microsoft.BingNews_4.13.47.0_x86__8wekyb3d8bbwe?ms-resource://Microsoft.BingNews/Resources/ApplicationTitleWithBranding}","Allow","True","Domain, Private"
"{D9025702-5463-459A-A6A9-93643E0C5C26}","@{Microsoft.BingFinance_4.13.47.0_x86__8wekyb3d8bbwe?ms-resource://Microsoft.BingFinance/Resources/ApplicationTitleWithBranding}","Allow","True","Domain, Private, Public"
"{3079137B-FAE4-4739-9F15-A3131A5FF2FD}","@{Microsoft.BingFinance_4.13.47.0_x86__8wekyb3d8bbwe?ms-resource://Microsoft.BingFinance/Resources/ApplicationTitleWithBranding}","Allow","True","Domain, Private"
"{600AF236-C3FA-4802-B2C6-58DB9A3BB62A}","@{Microsoft.BingSports_4.13.47.0_x86__8wekyb3d8bbwe?ms-resource://Microsoft.BingSports/Resources/ApplicationTitleWithBranding}","Allow","True","Domain, Private, Public"
"{82365279-BCD5-47F6-9EDB-F207AE975931}","@{Microsoft.BingSports_4.13.47.0_x86__8wekyb3d8bbwe?ms-resource://Microsoft.BingSports/Resources/ApplicationTitleWithBranding}","Allow","True","Domain, Private"
"{E473DE83-C543-46BF-BDBF-ACC3A3B7671D}","@{Microsoft.WindowsMaps_5.1608.2311.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.WindowsMaps/Resources/AppStoreName}","Allow","True","Domain, Private, Public"
"{215F3231-41D5-44F0-8754-4279A3D3C5D6}",,"Allow","False","Domain, Private"
"{2B330BDD-3E8D-4291-B917-7C5434A7D69C}","@{Microsoft.BingWeather_4.13.47.0_x86__8wekyb3d8bbwe?ms-resource://Microsoft.BingWeather/Resources/ApplicationTitleWithBranding}","Allow","True","Domain, Private, Public"
"{C4818E7E-B7AA-4EAE-A214-0E3079810A67}","@{Microsoft.BingWeather_4.13.47.0_x86__8wekyb3d8bbwe?ms-resource://Microsoft.BingWeather/Resources/ApplicationTitleWithBranding}","Allow","True","Domain, Private"
"{E48F60A6-B505-45BA-AE0F-8161DEF7FB68}","@{Microsoft.MicrosoftOfficeHub_17.7319.23511.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.MicrosoftOfficeHub/officehubintl/AppManifest_GetOffice_DisplayName}","Allow","True","Domain, Private, Public"
"{DD462312-F56F-40E6-AAA8-74786A2D0A43}","@{Microsoft.MicrosoftOfficeHub_17.7319.23511.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.MicrosoftOfficeHub/officehubintl/AppManifest_GetOffice_DisplayName}","Allow","True","Domain, Private, Public"
"{89E0E4FC-3730-4CDE-B7AA-2DDB87E804E4}","@{microsoft.windowscommunicationsapps_17.7167.40727.0_x64__8wekyb3d8bbwe?ms-resource://microsoft.windowscommunicationsapps/hxcommintl/AppManifest_OutlookDesktop_DisplayName}","Allow","True","Domain, Private, Public"
"{54CC41B4-1933-45D9-9FD1-D3D6206CECA8}","@{microsoft.windowscommunicationsapps_17.7167.40727.0_x64__8wekyb3d8bbwe?ms-resource://microsoft.windowscommunicationsapps/hxcommintl/AppManifest_OutlookDesktop_DisplayName}","Allow","True","Domain, Private, Public"
"DeliveryOptimization-TCP-In","@%systemroot%\system32\dosvc.dll,-100","Allow","True","Any"
"DeliveryOptimization-UDP-In","@%systemroot%\system32\dosvc.dll,-100","Allow","True","Any"
"{E8E230D9-9901-45B9-9403-8A780913CBE0}","@{Microsoft.WindowsPhone_10.1608.2211.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.WindowsPhone/Resources/AppStoreName}","Allow","True","Domain, Private, Public"
"{AC051517-5BA6-45E1-B51A-1BF87102C05E}","@{Microsoft.ZuneVideo_3.6.23941.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.ZuneVideo/resources/IDS_MANIFEST_VIDEO_APP_NAME}","Allow","True","Domain, Private, Public"
"{F9BC7AA2-A233-4516-A670-73EB10010658}","@{Microsoft.ZuneVideo_3.6.23941.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.ZuneVideo/resources/IDS_MANIFEST_VIDEO_APP_NAME}","Allow","True","Domain, Private"
"{D5AEB907-8F15-41A6-920D-D2D54DCE565D}","@{Microsoft.ZuneMusic_3.6.23981.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.ZuneMusic/resources/IDS_MANIFEST_MUSIC_APP_NAME}","Allow","True","Domain, Private, Public"
"{94ED6864-E4B1-4E45-87EE-56C1871B7D0E}","@{Microsoft.ZuneMusic_3.6.23981.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.ZuneMusic/resources/IDS_MANIFEST_MUSIC_APP_NAME}","Allow","True","Domain, Private"
"{661AD77E-C0DF-47FA-82C7-5770E2F3F822}","@{Microsoft.SkypeApp_11.7.113.0_x64__kzf8qxf38zg5c?ms-resource://Microsoft.SkypeApp/Resources/SkypeVideo_ProductName}","Allow","True","Domain, Private, Public"
"{F65D2145-8D84-4B28-9EAD-F7F21B647FF7}","@{Microsoft.SkypeApp_11.7.113.0_x64__kzf8qxf38zg5c?ms-resource://Microsoft.SkypeApp/Resources/SkypeVideo_ProductName}","Allow","True","Domain, Private"
"{6E1C6255-9912-48F4-9BD1-A7B582433346}",,"Allow","True","Any"
"{508E5CDD-2240-43BF-88F7-35FB6D686780}",,"Allow","True","Private"
"{814AF8C8-2601-4A0D-84AE-5DAF7C4269D6}",,"Allow","True","Private"
"{FE156CFE-7BBB-4D34-9321-534D35724896}",,"Allow","True","Private"
"{381A1283-9EA6-4B17-A1B7-F38DD8937AA3}",,"Allow","True","Private"
"{E3777061-117C-4BE6-A997-7711FAAB9F03}","@{Microsoft.Getstarted_4.0.12.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.Getstarted/Resources/AppStoreName}","Allow","True","Domain, Private, Public"
"TCP Query User{26F9AF40-545E-4050-A3F7-781E311F0B4E}C:\go\bin\houndd.exe",,"Allow","True","Private"
"UDP Query User{ED0F59E7-1A2F-4EA6-8EFD-F11EFF35FA06}C:\go\bin\houndd.exe",,"Allow","True","Private"
"{FAF33415-720B-409F-BC05-96A00B67FD02}","OneNote","Allow","True","Domain, Private, Public"
"{913D4A34-6886-4250-B843-34E5458BEE7A}","OneNote","Allow","True","Domain, Private"
"{76C2FB2E-C1D2-4370-979E-2E43C5860533}","Microsoft Sticky Notes","Allow","True","Domain, Private, Public"
"{07EDC4BB-233D-4DBC-B791-8974649B456F}","Microsoft Sticky Notes","Allow","True","Domain, Private"
"TCP Query User{935B96D2-D1F2-430F-8CDD-66E94F3D75F7}C:\program files (x86)\vpn.ht\vpn.ht.exe",,"Allow","True","Public"
"UDP Query User{62A4E867-BDA4-4269-970F-4D608D9B3BFF}C:\program files (x86)\vpn.ht\vpn.ht.exe",,"Allow","True","Public"
"{BA902A3B-D534-411B-9FD4-5866AD1AA66A}","Xbox","Allow","True","Domain, Private, Public"
"{6FEE1F26-64FB-4962-A84A-A1E00AA5FE59}","Xbox","Allow","True","Domain, Private, Public"
"{EDB9D5A1-5A61-4561-85C2-21F2A58DA17B}","Sway","Allow","True","Domain, Private, Public"
"{5E281F38-5BD7-488E-91E7-BB566D3425AB}","Sway","Allow","True","Domain, Private, Public"
"{BD41EC52-2DDF-4638-AAF9-4C4F8DA947B5}","Candy Crush Soda Saga","Allow","True","Domain, Private, Public"
"{D4B7EB2F-CBF3-41B5-8007-40271C688DEC}","@{Microsoft.WindowsStore_11608.1001.41.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.WindowsStore/Resources/StoreTitle}","Allow","True","Domain, Private, Public"
"{689825C1-B9DD-40F3-8AFF-13A9757C7439}","@{Microsoft.WindowsStore_11608.1001.41.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.WindowsStore/Resources/StoreTitle}","Allow","True","Domain, Private, Public"
"{BFA0D3B8-C5C4-4A23-B286-22E870DB2128}","Google Chrome","Allow","True","Any"
"PlayTo-HTTPSTR-In-TCP-NoScope","@FirewallAPI.dll,-36001","Allow","True","Domain"
"PlayTo-HTTPSTR-In-TCP-LocalSubnetScope","@FirewallAPI.dll,-36001","Allow","True","Private"
"PlayTo-HTTPSTR-In-TCP-PlayToScope","@FirewallAPI.dll,-36001","Allow","True","Public"
"PlayTo-In-UDP-NoScope","@FirewallAPI.dll,-36001","Allow","True","Domain"
"PlayTo-In-UDP-LocalSubnetScope","@FirewallAPI.dll,-36001","Allow","True","Private"
"PlayTo-In-UDP-PlayToScope","@FirewallAPI.dll,-36001","Allow","True","Public"
"PlayTo-Out-UDP-NoScope","@FirewallAPI.dll,-36001","Allow","True","Domain"
"PlayTo-Out-UDP-LocalSubnetScope","@FirewallAPI.dll,-36001","Allow","True","Private"
"PlayTo-Out-UDP-PlayToScope","@FirewallAPI.dll,-36001","Allow","True","Public"
"PlayTo-In-RTSP-NoScope","@FirewallAPI.dll,-36001","Allow","True","Domain"
"PlayTo-In-RTSP-LocalSubnetScope","@FirewallAPI.dll,-36001","Allow","True","Private"
"PlayTo-In-RTSP-PlayToScope","@FirewallAPI.dll,-36001","Allow","True","Public"
"PlayTo-SSDP-Discovery-PlayToScope","@FirewallAPI.dll,-36001","Allow","True","Public"
"PlayTo-UPnP-Events-PlayToScope","@FirewallAPI.dll,-36001","Allow","True","Public"
"PlayTo-QWave-In-UDP-PlayToScope","@FirewallAPI.dll,-36001","Allow","True","Private, Public"
"PlayTo-QWave-Out-UDP-PlayToScope","@FirewallAPI.dll,-36001","Allow","True","Private, Public"
"PlayTo-QWave-In-TCP-PlayToScope","@FirewallAPI.dll,-36001","Allow","True","Private, Public"
"PlayTo-QWave-Out-TCP-PlayToScope","@FirewallAPI.dll,-36001","Allow","True","Private, Public"
"{41FCBFCA-CE8F-426E-BD74-6CA2EE61D2DD}","@{Microsoft.Windows.ShellExperienceHost_10.0.14393.187_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.ShellExperienceHost/resources/PkgDisplayName}","Allow","True","Domain, Private, Public"
"{E22A3C90-EFA7-4F40-A5C8-906DC299B52B}","@{Microsoft.AccountsControl_10.0.14393.187_neutral__cw5n1h2txyewy?ms-resource://Microsoft.AccountsControl/Resources/DisplayName}","Allow","True","Domain, Private, Public"
"{8A8A334E-C42D-4499-92C1-240B253CCB6C}","@{Microsoft.Windows.Cortana_1.7.0.14393_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.Cortana/resources/PackageDisplayName}","Allow","True","Domain, Private, Public"
