#TYPE Microsoft.Management.Infrastructure.CimInstance#root/standardcimv2/MSFT_NetProtocolPortFilter
"Protocol","LocalPort","RemotePort","IcmpType","DynamicTarget","DynamicTransport","Caption","Description","ElementName","InstanceID","CommunicationStatus","DetailedStatus","HealthState","InstallDate","Name","OperatingStatus","OperationalStatus","PrimaryStatus","Status","StatusDescriptions","CreationClassName","IsNegated","SystemCreationClassName","SystemName","PSComputerName"
"UDP","Any","Any","Any","Any","Any",,,"","UDP Query User{B82EF2DE-0D4F-4E1E-B40B-6344822D4915}C:\users\alex.fielder\appdata\roaming\spotify\spotify.exe",,,,,"",,,,,,"MSFT|FW|FirewallRule|UDP Query User{B82EF2DE-0D4F-4E1E-B40B-6344822D4915}C:\users\alex.fielder\appdata\roaming\spotify\spotify.exe",,"","",
"UDP","Any","Any","Any","Any","Any",,,"","UDP Query User{5850359C-217C-49B0-A28E-5CCC61AAD132}C:\users\alex.fielder\appdata\roaming\spotify\spotify.exe",,,,,"",,,,,,"MSFT|FW|FirewallRule|UDP Query User{5850359C-217C-49B0-A28E-5CCC61AAD132}C:\users\alex.fielder\appdata\roaming\spotify\spotify.exe",,"","",
"TCP","Any","Any","Any","Any","Any",,,"","{CD7A74BC-22B5-4D27-8BC2-CB77092165AD}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{CD7A74BC-22B5-4D27-8BC2-CB77092165AD}",,"","",
"TCP","Any","Any","Any","Any","Any",,,"","TCP Query User{B45B2341-7906-42FE-80A7-51416B809C64}C:\users\alex.fielder\appdata\roaming\spotify\spotify.exe",,,,,"",,,,,,"MSFT|FW|FirewallRule|TCP Query User{B45B2341-7906-42FE-80A7-51416B809C64}C:\users\alex.fielder\appdata\roaming\spotify\spotify.exe",,"","",
"UDP","Any","Any","Any","Any","Any",,,"","UDP Query User{A8F0A21B-7D34-4735-B183-0F17C6FB44C7}C:\program files\dell sonicwall\global vpn client\swgvc.exe",,,,,"",,,,,,"MSFT|FW|FirewallRule|UDP Query User{A8F0A21B-7D34-4735-B183-0F17C6FB44C7}C:\program files\dell sonicwall\global vpn client\swgvc.exe",,"","",
"TCP","Any","Any","Any","Any","Any",,,"","TCP Query User{A2B55B39-7241-4C13-9C02-49B8CD3132FB}C:\users\alex.fielder\appdata\roaming\spotify\spotify.exe",,,,,"",,,,,,"MSFT|FW|FirewallRule|TCP Query User{A2B55B39-7241-4C13-9C02-49B8CD3132FB}C:\users\alex.fielder\appdata\roaming\spotify\spotify.exe",,"","",
"UDP","Any","Any","Any","Any","Any",,,"","UDP Query User{1FCEB570-EF78-427A-9278-0FB1EACD7061}C:\users\alex.fielder\appdata\local\akamai\netsession_win.exe",,,,,"",,,,,,"MSFT|FW|FirewallRule|UDP Query User{1FCEB570-EF78-427A-9278-0FB1EACD7061}C:\users\alex.fielder\appdata\local\akamai\netsession_win.exe",,"","",
"TCP","Any","Any","Any","Any","Any",,,"","TCP Query User{98684875-F3D5-4B07-99B5-5D11CA4E3373}C:\program files\dell sonicwall\global vpn client\swgvc.exe",,,,,"",,,,,,"MSFT|FW|FirewallRule|TCP Query User{98684875-F3D5-4B07-99B5-5D11CA4E3373}C:\program files\dell sonicwall\global vpn client\swgvc.exe",,"","",
"UDP","Any","Any","Any","Any","Any",,,"","{E88B1184-0872-4BFB-8E4E-32FD619F0788}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{E88B1184-0872-4BFB-8E4E-32FD619F0788}",,"","",
"TCP","Any","Any","Any","Any","Any",,,"","TCP Query User{F8830F07-39BB-4EF5-B5EF-22E479A044A7}C:\users\alex.fielder\appdata\local\akamai\netsession_win.exe",,,,,"",,,,,,"MSFT|FW|FirewallRule|TCP Query User{F8830F07-39BB-4EF5-B5EF-22E479A044A7}C:\users\alex.fielder\appdata\local\akamai\netsession_win.exe",,"","",
"TCP","Any","Any","Any","Any","Any",,,"","{1BCB84B5-69F9-4814-BA63-22937EED06E3}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{1BCB84B5-69F9-4814-BA63-22937EED06E3}",,"","",
"UDP","Any","Any","Any","Any","Any",,,"","{6C879884-5ADC-4E26-9C90-8FDC4E89D855}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{6C879884-5ADC-4E26-9C90-8FDC4E89D855}",,"","",
"TCP","Any","Any","Any","Any","Any",,,"","{03BBC038-76DE-4818-A33C-686F5F81C4A6}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{03BBC038-76DE-4818-A33C-686F5F81C4A6}",,"","",
"UDP","6004","Any","Any","Any","Any",,,"","{7107D50E-E973-49E1-9DFD-68F6D7F35BB1}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{7107D50E-E973-49E1-9DFD-68F6D7F35BB1}",,"","",
"UDP","Any","Any","Any","Any","Any",,,"","UDP Query User{41806FA9-EE2E-4A88-8A70-A6E4A6383F31}C:\users\alex.fielder\appdata\local\akamai\netsession_win.exe",,,,,"",,,,,,"MSFT|FW|FirewallRule|UDP Query User{41806FA9-EE2E-4A88-8A70-A6E4A6383F31}C:\users\alex.fielder\appdata\local\akamai\netsession_win.exe",,"","",
"TCP","Any","Any","Any","Any","Any",,,"","TCP Query User{6AE15202-BFEC-4E37-8152-CB325B1DDF88}C:\users\alex.fielder\appdata\local\akamai\netsession_win.exe",,,,,"",,,,,,"MSFT|FW|FirewallRule|TCP Query User{6AE15202-BFEC-4E37-8152-CB325B1DDF88}C:\users\alex.fielder\appdata\local\akamai\netsession_win.exe",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{95614A7E-893D-4965-9754-376C2BB075D4}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{95614A7E-893D-4965-9754-376C2BB075D4}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{BC8BCFA1-044C-4DD1-AF1B-C532F32DCAD7}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{BC8BCFA1-044C-4DD1-AF1B-C532F32DCAD7}",,"","",
"UDP","Any","Any","Any","Any","Any",,,"","UDP Query User{7DAE0CBD-A559-4D72-B6A3-A2A28C2FF7CF}C:\users\alex.fielder\appdata\local\akamai\netsession_win.exe",,,,,"",,,,,,"MSFT|FW|FirewallRule|UDP Query User{7DAE0CBD-A559-4D72-B6A3-A2A28C2FF7CF}C:\users\alex.fielder\appdata\local\akamai\netsession_win.exe",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{DEE475AB-F73D-451F-8511-0B84F707326A}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{DEE475AB-F73D-451F-8511-0B84F707326A}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{1AC324E0-BC32-4248-8634-1980E5714C5E}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{1AC324E0-BC32-4248-8634-1980E5714C5E}",,"","",
"TCP","Any","Any","Any","Any","Any",,,"","TCP Query User{837B876C-A30B-4DB4-8C9F-0D889E9B9430}C:\users\alex.fielder\appdata\local\akamai\netsession_win.exe",,,,,"",,,,,,"MSFT|FW|FirewallRule|TCP Query User{837B876C-A30B-4DB4-8C9F-0D889E9B9430}C:\users\alex.fielder\appdata\local\akamai\netsession_win.exe",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{CD2B0C20-B596-499E-A524-D4395D1FB4B7}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{CD2B0C20-B596-499E-A524-D4395D1FB4B7}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{C0F6187B-8073-434F-951B-7F7482A48C7C}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{C0F6187B-8073-434F-951B-7F7482A48C7C}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{4BDC0EE7-6B60-42FE-9B4D-F7049BC79B72}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{4BDC0EE7-6B60-42FE-9B4D-F7049BC79B72}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{BC3DB7DF-DFC8-4885-9A11-C0773870574D}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{BC3DB7DF-DFC8-4885-9A11-C0773870574D}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{AFE19E11-071A-4F64-9B5E-C96143295F9B}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{AFE19E11-071A-4F64-9B5E-C96143295F9B}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{57BE6AD6-A4C7-4ED5-9C1D-B7C59903516C}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{57BE6AD6-A4C7-4ED5-9C1D-B7C59903516C}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{EE8F2574-3815-424C-98A3-80C63B560D9D}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{EE8F2574-3815-424C-98A3-80C63B560D9D}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{F531EC85-36A6-4CEC-A121-4A1FBB6B0238}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{F531EC85-36A6-4CEC-A121-4A1FBB6B0238}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{333113AC-529E-4BB3-9575-D514113ED50A}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{333113AC-529E-4BB3-9575-D514113ED50A}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{259FB0D4-4FB9-4470-A71A-BC0ABD4F83DC}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{259FB0D4-4FB9-4470-A71A-BC0ABD4F83DC}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{8BC6B9E3-AE75-44A2-99EC-DE14EAA9967B}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{8BC6B9E3-AE75-44A2-99EC-DE14EAA9967B}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{05802EFF-2E99-4620-AF15-423CDD1EC083}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{05802EFF-2E99-4620-AF15-423CDD1EC083}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{54F6C989-B4B4-4638-AEEE-5CDD5E81153E}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{54F6C989-B4B4-4638-AEEE-5CDD5E81153E}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{DEB7E4C5-327D-4502-B69E-36558C129B7B}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{DEB7E4C5-327D-4502-B69E-36558C129B7B}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{F47D30F4-74EA-4E91-BF9A-6C37B2CA3012}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{F47D30F4-74EA-4E91-BF9A-6C37B2CA3012}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{45A123DB-E825-4859-B1C2-F767C63F10C1}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{45A123DB-E825-4859-B1C2-F767C63F10C1}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{557A47D3-1AB3-4CB4-A28B-DCAD8B2FC518}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{557A47D3-1AB3-4CB4-A28B-DCAD8B2FC518}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{68C2F815-5C49-4CF8-BE0E-B68224C65AB7}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{68C2F815-5C49-4CF8-BE0E-B68224C65AB7}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{C09C7361-E9FC-41FD-9BCD-B904C11E4952}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{C09C7361-E9FC-41FD-9BCD-B904C11E4952}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{A2ED9722-5B67-44E8-8038-94D647C70010}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{A2ED9722-5B67-44E8-8038-94D647C70010}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{C079918E-FF36-4D63-A577-8F26FBA7C819}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{C079918E-FF36-4D63-A577-8F26FBA7C819}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{6389EBF5-7D1B-4247-B9DF-2714A2F58687}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{6389EBF5-7D1B-4247-B9DF-2714A2F58687}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{06AE2530-CEDF-4916-936E-B408071A0EA1}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{06AE2530-CEDF-4916-936E-B408071A0EA1}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{A302DC7C-0CAD-4523-BCB1-FD33312A1B81}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{A302DC7C-0CAD-4523-BCB1-FD33312A1B81}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{12D4DF7B-3F17-48C6-B7EC-297FED4B804F}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{12D4DF7B-3F17-48C6-B7EC-297FED4B804F}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{F5CF441E-A299-44F7-A090-A35092EA6F59}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{F5CF441E-A299-44F7-A090-A35092EA6F59}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{EBCB4466-A09E-41DE-B936-3FF585432569}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{EBCB4466-A09E-41DE-B936-3FF585432569}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{85DFE30A-9F17-4A4E-9CAF-3B7BB117D2BB}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{85DFE30A-9F17-4A4E-9CAF-3B7BB117D2BB}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{D90E68C7-DDDA-4AB7-ACEB-30A95EA74744}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{D90E68C7-DDDA-4AB7-ACEB-30A95EA74744}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{269F6D57-EACB-4F71-A2E3-F2217D42C68B}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{269F6D57-EACB-4F71-A2E3-F2217D42C68B}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{272C7F29-086F-4E25-9867-39E63B6D40D4}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{272C7F29-086F-4E25-9867-39E63B6D40D4}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{7E6F5015-197A-4875-AEEC-DE0F956DA8CA}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{7E6F5015-197A-4875-AEEC-DE0F956DA8CA}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{AEF87C04-420F-4C2E-898B-E6844765295A}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{AEF87C04-420F-4C2E-898B-E6844765295A}",,"","",
"UDP","Any","Any","Any","Any","Any",,,"","UDP Query User{15B8591E-824E-4F69-938C-E54CF5B17E5D}C:\users\admin\appdata\local\akamai\netsession_win.exe",,,,,"",,,,,,"MSFT|FW|FirewallRule|UDP Query User{15B8591E-824E-4F69-938C-E54CF5B17E5D}C:\users\admin\appdata\local\akamai\netsession_win.exe",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{E8B89200-8546-4334-8C87-A8F6603843A6}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{E8B89200-8546-4334-8C87-A8F6603843A6}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{695B688A-619C-44FF-B1C8-C96EFCBB3231}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{695B688A-619C-44FF-B1C8-C96EFCBB3231}",,"","",
"TCP","Any","Any","Any","Any","Any",,,"","TCP Query User{7F0C275B-23FD-4BFA-B618-D9A3A41D1B33}C:\users\admin\appdata\local\akamai\netsession_win.exe",,,,,"",,,,,,"MSFT|FW|FirewallRule|TCP Query User{7F0C275B-23FD-4BFA-B618-D9A3A41D1B33}C:\users\admin\appdata\local\akamai\netsession_win.exe",,"","",
"UDP","3702","Any","Any","Any","Any",,,"","{2589CE4F-2154-4658-86B2-39A1402F9726}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{2589CE4F-2154-4658-86B2-39A1402F9726}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{7D1071A4-2784-4F81-88E3-DAE795202D06}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{7D1071A4-2784-4F81-88E3-DAE795202D06}",,"","",
"UDP","Any","Any","Any","Any","Any",,,"","UDP Query User{57842636-87DD-494F-B231-65468BFD781C}C:\users\admin\appdata\local\akamai\netsession_win.exe",,,,,"",,,,,,"MSFT|FW|FirewallRule|UDP Query User{57842636-87DD-494F-B231-65468BFD781C}C:\users\admin\appdata\local\akamai\netsession_win.exe",,"","",
"UDP","Any","Any","Any","Any","Any",,,"","{FA627E4D-4C51-4991-89D0-C9892E0D899F}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{FA627E4D-4C51-4991-89D0-C9892E0D899F}",,"","",
"TCP","Any","Any","Any","Any","Any",,,"","TCP Query User{2FFFFCC2-3564-41F8-90AE-14CE05B1E900}C:\users\admin\appdata\local\akamai\netsession_win.exe",,,,,"",,,,,,"MSFT|FW|FirewallRule|TCP Query User{2FFFFCC2-3564-41F8-90AE-14CE05B1E900}C:\users\admin\appdata\local\akamai\netsession_win.exe",,"","",
"UDP","3702","Any","Any","Any","Any",,,"","{B6F3A191-6A4D-4348-ADF0-CD36ED62E9F8}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{B6F3A191-6A4D-4348-ADF0-CD36ED62E9F8}",,"","",
"TCP","Any","Any","Any","Any","Any",,,"","{44792D76-3D4F-4866-ABA9-9826683296E9}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{44792D76-3D4F-4866-ABA9-9826683296E9}",,"","",
"TCP","Any","Any","Any","Any","Any",,,"","{2E732330-B12F-4B26-AE80-A79B484E8488}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{2E732330-B12F-4B26-AE80-A79B484E8488}",,"","",
"UDP","Any","Any","Any","Any","Any",,,"","{EB61760C-B143-4B1F-BCF4-B4B8D288FB01}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{EB61760C-B143-4B1F-BCF4-B4B8D288FB01}",,"","",
"TCP","Any","Any","Any","Any","Any",,,"","{F0F7B2D5-60F8-4693-9AFB-1CC581174E0A}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{F0F7B2D5-60F8-4693-9AFB-1CC581174E0A}",,"","",
"UDP","Any","Any","Any","Any","Any",,,"","{CEA49E5C-73BD-47FF-89DD-C8C8717B3786}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{CEA49E5C-73BD-47FF-89DD-C8C8717B3786}",,"","",
"TCP","Any","Any","Any","Any","Any",,,"","{5B065C50-0F94-4C32-8D26-49C8D29D9B1F}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{5B065C50-0F94-4C32-8D26-49C8D29D9B1F}",,"","",
"TCP","Any","Any","Any","Any","Any",,,"","{F8D54FCC-BB50-4A2D-A3E3-D2FA345585B7}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{F8D54FCC-BB50-4A2D-A3E3-D2FA345585B7}",,"","",
"UDP","Any","Any","Any","Any","Any",,,"","{5F4FC66B-4AE4-4D89-967D-B779B9219FC0}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{5F4FC66B-4AE4-4D89-967D-B779B9219FC0}",,"","",
"UDP","Any","Any","Any","Any","Any",,,"","{83FDF8B2-3694-4779-A2F3-8D00C67A57C0}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{83FDF8B2-3694-4779-A2F3-8D00C67A57C0}",,"","",
"TCP","Any","Any","Any","Any","Any",,,"","{BA6DD35F-52EB-4852-A7F7-D3981899646E}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{BA6DD35F-52EB-4852-A7F7-D3981899646E}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{9725DF73-0588-4885-9827-4D59BC68A55A}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{9725DF73-0588-4885-9827-4D59BC68A55A}",,"","",
"UDP","Any","Any","Any","Any","Any",,,"","{059805BD-DAC3-410E-B432-3C2F26DFD99D}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{059805BD-DAC3-410E-B432-3C2F26DFD99D}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{7CE4E148-54B4-4D33-B38E-F7654789257C}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{7CE4E148-54B4-4D33-B38E-F7654789257C}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{85888DBA-CEBA-4BC6-972F-B66AEEEAA3C6}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{85888DBA-CEBA-4BC6-972F-B66AEEEAA3C6}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{8BA9D60D-B477-4A57-B068-68C0662DB0E8}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{8BA9D60D-B477-4A57-B068-68C0662DB0E8}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{9B655ED6-9F7A-448B-956F-C4613B5FC6DF}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{9B655ED6-9F7A-448B-956F-C4613B5FC6DF}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{1BD52F4A-561E-43A5-BB84-DB5E7AED2C7F}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{1BD52F4A-561E-43A5-BB84-DB5E7AED2C7F}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{B1F5CA3B-1391-4EF8-9676-B52D15C9D874}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{B1F5CA3B-1391-4EF8-9676-B52D15C9D874}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{C328725A-1533-4FE1-95DF-45DE4C9E9FA2}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{C328725A-1533-4FE1-95DF-45DE4C9E9FA2}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{BEE4D87E-76D2-45CA-8B54-4F569E262B33}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{BEE4D87E-76D2-45CA-8B54-4F569E262B33}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{BE05F1A8-EECC-436B-8038-B48E4D32B910}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{BE05F1A8-EECC-436B-8038-B48E4D32B910}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{BE189105-701F-4A6C-A92A-90E7122CB2A8}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{BE189105-701F-4A6C-A92A-90E7122CB2A8}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{C2D8068E-A216-4D53-B206-0A21846A5291}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{C2D8068E-A216-4D53-B206-0A21846A5291}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{AF5188D2-13CB-4319-A87F-82AC4794DDB1}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{AF5188D2-13CB-4319-A87F-82AC4794DDB1}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{B0F721DD-EDE3-4C6F-89B6-8B548C4D86F1}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{B0F721DD-EDE3-4C6F-89B6-8B548C4D86F1}",,"","",
"TCP","Any","Any","Any","Any","Any",,,"","{DE3AE9F1-8845-4F29-9973-85DEDACC8310}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{DE3AE9F1-8845-4F29-9973-85DEDACC8310}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{1C0364CE-6E02-4E4C-A63B-75052B04BA3F}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{1C0364CE-6E02-4E4C-A63B-75052B04BA3F}",,"","",
"UDP","Any","Any","Any","Any","Any",,,"","{3A8A017C-10BC-408A-8664-F98F231B6FEE}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{3A8A017C-10BC-408A-8664-F98F231B6FEE}",,"","",
"TCP","Any","Any","Any","Any","Any",,,"","{AE173528-0F90-4C4F-86A9-9D1401E4B48D}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{AE173528-0F90-4C4F-86A9-9D1401E4B48D}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{CFA4AC98-0C22-4B4E-B29E-671B85727F29}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{CFA4AC98-0C22-4B4E-B29E-671B85727F29}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{5B687F29-E97D-4DE2-AC15-65A847EEEA28}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{5B687F29-E97D-4DE2-AC15-65A847EEEA28}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{6FADCE5A-D463-4A99-9B84-F2E9D9AD0851}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{6FADCE5A-D463-4A99-9B84-F2E9D9AD0851}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{A926F269-1121-41E5-BD50-003E2909DEE4}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{A926F269-1121-41E5-BD50-003E2909DEE4}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{C48564E4-D4F9-4F72-BD29-CFF41EB6C60E}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{C48564E4-D4F9-4F72-BD29-CFF41EB6C60E}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{EA8E3D4B-D526-4AEC-9AA8-F5AA3850F082}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{EA8E3D4B-D526-4AEC-9AA8-F5AA3850F082}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{4BD63C2D-735B-4580-8840-5B6F0C6EC32A}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{4BD63C2D-735B-4580-8840-5B6F0C6EC32A}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{DAFFA0E3-F9D0-48B8-B0CF-9B6C55F45BF3}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{DAFFA0E3-F9D0-48B8-B0CF-9B6C55F45BF3}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{12E80F52-63F1-4996-AB8F-9D1D6A7EDC30}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{12E80F52-63F1-4996-AB8F-9D1D6A7EDC30}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{EB38458E-75CF-479B-B2D0-6E64E2F8E971}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{EB38458E-75CF-479B-B2D0-6E64E2F8E971}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{12059E0C-C8BD-419C-B3D2-19CE5B5B0754}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{12059E0C-C8BD-419C-B3D2-19CE5B5B0754}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{8612C899-FEA1-4A10-A351-85B10A1EB463}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{8612C899-FEA1-4A10-A351-85B10A1EB463}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{8638B565-28DF-4F1C-AF08-DEC97215B948}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{8638B565-28DF-4F1C-AF08-DEC97215B948}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{23531795-EC39-4378-817F-11AB4192A2BB}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{23531795-EC39-4378-817F-11AB4192A2BB}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{FB9BA6AA-B81C-457B-90D3-5A6D6A301E8D}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{FB9BA6AA-B81C-457B-90D3-5A6D6A301E8D}",,"","",
"Any","Any","Any","Any","Any","Any",,,"","{61DE229B-3F4A-4C36-B121-D68F492CE634}",,,,,"",,,,,,"MSFT|FW|FirewallRule|{61DE229B-3F4A-4C36-B121-D68F492CE634}",,"","",
